ID,AMBITO_NOMBRE,EMBALSE_NOMBRE,AGUA_TOTAL,ELECTRICO_FLAG,CODIGO,NOMBRE,EMBALSE,X,Y,DEMARC,PROVINCIA,CCAA,TIPO,INFORME
250.0,duero,cervera,11.0,0.0,2340015,cervera,cervera,42.8660505030001,-4.52768060999995,duero,palencia,castilla y león,presa de fábrica de mampostería,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=352
452.0,miño - sil,montefurado,11.0,1.0,1270010,montefurado,montefurado,42.390996026,-7.21834378999995,miño-sil,lugo,galicia,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=70
172.0,guadiana,montijo,11.0,0.0,4060102,montijo,montijo,38.9236610560001,-6.42868094199997,guadiana,badajoz,extremadura,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1027
,,,,,4060045,"aguijon, el","aguijon, el",38.473447859,-6.92088528799997,guadiana,badajoz,extremadura,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=972
488.0,miño - sil,sequeiros,11.0,1.0,1270006,sequeiros,sequeiros,42.450804406,-7.25122124099994,miño-sil,lugo,galicia,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=66
307.0,segura,crevillente,13.0,0.0,7030005,crevillente,crevillente,38.2573070890001,-0.791022540999961,segura,alacant/alicante,comunitat valenciana,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2018
,,,,,2090007,arlanzon,arlanzón dam,42.263942951,-3.33957144699997,duero,burgos,castilla y león,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=256
,,,,,2370021,agueda,agueda,40.529781939,-6.48161367799997,duero,salamanca,castilla y león,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=381
,,,,,3280040,"villar, el",el villar reservoir,40.9474491760001,-3.56294228099995,tajo,madrid,comunidad de madrid,presa de fábrica de mampostería,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=817
303.0,duero,puente porto,23.0,1.0,2490004,puente porto,puente porto,42.1158687330001,-6.83043827699993,duero,zamora,castilla y león,presa de fábrica de contrafuertes,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=471
,,,,,1390003,alsa torina,alsa torina,43.0720798520001,-4.01289343399998,cantabrico occidental,cantabria,cantabria,presa de materiales sueltos de pantalla asfáltica,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=173
,,,,,1390004,alsa torina,alsa torina,43.0947327860001,-3.99995942799995,cantabrico occidental,cantabria,cantabria,presa de fábrica de arco-gravedad,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=174
,,,,,7020001,"bayco, rambla de","bayco, rambla de",38.6400374940001,-1.50110869599996,segura,albacete,castilla - la mancha,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2003
,,,,,6290014,casasola,casasola reservoir,36.80441203,-4.49571219199993,cuencas mediterraneas andaluzas,málaga,andalucía,presa de fábrica de arco-gravedad,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1967
,,,,,3050006,"aceña, la",la aceña reservoir,40.6125237900001,-4.22148248499997,tajo,ávila,castilla y león,presa de fábrica de arco-gravedad,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=500
,,,,,10250001,sant ponc,sant ponc,41.9629241380001,1.60560158600003,cuencas internas de cataluña,lleida,cataluña,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2911
626.0,guadiana,horno tejero,24.0,0.0,4060071,horno tejero,horno tejero,39.1524666400001,-6.43288892199996,guadiana,badajoz,extremadura,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=996
,,,,,9220095,lanuza,lanuza reservoir,42.750213783,-0.314386454999976,ebro,huesca,aragón,presa de fábrica de bóveda,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2509
,,,,,6290036,"limonero, el","limonero, el",36.758417373,-4.43246489999996,cuencas mediterraneas andaluzas,málaga,andalucía,presa de materiales sueltos de pantalla de hormigón,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1989
397.0,ebro,"peña, la",15.0,0.0,9220042,"peña, la","peña, la",42.3833827130001,-0.735549655999932,ebro,huesca,aragón,presa de fábrica de mampostería,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2458
,,,,,9500011,val,el val reservoir,41.8757919440001,-1.78697264699997,ebro,zaragoza,aragón,presa de fábrica de gravedad (hormigón compactado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2824
,,,,,7300001,puentes iv,puentes iv,37.7347336080001,-1.81922575299996,segura,murcia,región de murcia,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2037
,,,,,7300011,puentes iv,puentes iv,37.740643543,-1.82258208899998,segura,murcia,región de murcia,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2047
,,,,,4060026,"canchales, los",los canchales reservoir,38.964354455,-6.52263624799997,guadiana,badajoz,extremadura,presa de fábrica de gravedad (hormigón compactado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=953
,,,,,8030035,beniarres,beniarres,38.8149169910001,-0.356155444999956,jucar,alacant/alicante,comunitat valenciana,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2191
,,,,,2490012,castro,castro reservoir,41.57537726,-6.18722467599997,duero,zamora,castilla y león,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=479
,,,,,4210017,sotiel,sotiel,37.712180796,-6.80803912999994,"tinto, odiel y piedras",huelva,andalucía,presa de fábrica de arco-gravedad,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1222
341.0,miño - sil,"rozas, las",28.0,1.0,1240017,"rozas, las","rozas, las",42.9069858300001,-6.35038478399997,miño-sil,león,castilla y león,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=50
,,,,,3190008,bolarque,bolarque reservoir,40.363245856,-2.81868119299997,tajo,guadalajara,castilla - la mancha,presa de fábrica de mampostería,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=744
,,,,,3190028,palmaces,pálmaces reservoir,41.050474754,-2.93994336499998,tajo,guadalajara,castilla - la mancha,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=763
654.0,galicia costa,barrie de la maza,31.0,1.0,14150023,barrie de la maza,barrie de la maza,42.8649691900001,-8.79707815799998,galicia-costa,a coruña,galicia,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=3102
514.0,guadalquivir,quiebrajano,33.0,0.0,5230029,quiebrajano,quiebrajano,37.6330053230001,-3.72850877899998,guadalquivir,jaén,andalucía,presa de fábrica de bóveda,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1565
,,,,,9260028,gonzalez lacasa,gonzález-lacasa reservoir,42.1737805980001,-2.67275261299994,ebro,la rioja,la rioja,presa mixta,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2688
560.0,cantábrico occidental,tanes,38.0,0.0,1330019,tanes,tanes,43.220949729,-5.42776056999998,cantabrico occidental,asturias,principado de asturias,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=149
,,,,,5180018,"portillo, el",el portillo reservoir,37.8040083020001,-2.78730105799997,guadalquivir,granada,andalucía,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1521
,,,,,5230021,viboras,viboras,37.639127269,-4.01175384999993,guadalquivir,jaén,andalucía,presa de fábrica de arco-gravedad,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1557
381.0,guadiana,valuengo,20.0,0.0,4060067,valuengo,valuengo,38.301870679,-6.67658085999994,guadiana,badajoz,extremadura,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=992
,,,,,2240006,villameca,villameca reservoir,42.6484728770001,-6.07216067399997,duero,león,castilla y león,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=290
,,,,,2240013,villameca,villameca reservoir,42.64729808,-6.06777581499995,duero,león,castilla y león,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=297
387.0,duero,villameca,20.0,0.0,2240003,villameca,villameca,42.648767698,-6.05942422599998,duero,león,castilla y león,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=287
,,,,,9090001,sobron,sobron,42.767126621,-3.10021329299997,ebro,araba/álava,país vasco,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2400
,,,,,3100145,guadiloba,guadiloba reservoir,39.487293193,-6.29761917899998,tajo,cáceres,extremadura,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=677
,,,,,9500035,maidevera,reservoir of maidevera,41.5738088460001,-1.76909459999996,ebro,zaragoza,aragón,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2846
,,,,,9500025,maidevera,reservoir of maidevera,41.5747146200001,-1.76034515199996,ebro,zaragoza,aragón,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2837
22.0,miño - sil,vilasouto,21.0,0.0,1270004,vilasouto,vilasouto,42.660979092,-7.42345703199993,miño-sil,lugo,galicia,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=64
,,,,,5410123,"agrio, el","agrio, el",37.5322020510001,-6.28346466799997,guadalquivir,sevilla,andalucía,presa de materiales sueltos de pantalla asfáltica,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1765
,,,,,5180012,cubillas,embalse de cubillas,37.274509489,-3.68317058099996,guadalquivir,granada,andalucía,presa de materiales sueltos homogénea,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1515
,,,,,4060061,gargaligas,gargaligas,39.1890571110001,-5.35996145499996,guadiana,badajoz,extremadura,presa de materiales sueltos homogénea,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=988
,,,,,8440007,arquillo de san blas,arquillo de san blas reservoir,40.3639950640001,-1.20489484199993,jucar,teruel,aragón,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2295
,,,,,9220022,baserca,baserca reservoir,42.578713312,0.758746737000024,ebro,lleida,cataluña,presa de fábrica de bóveda,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2439
,,,,,9310014,eugui,embalse de eugui,42.9720260930001,-1.51442096399995,ebro,navarra,comunidad foral de navarra,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2726
,,,,,7300017,santomera,santomera reservoir,38.0953790500001,-1.08850565499995,segura,murcia,región de murcia,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2053
,,,,,7300019,santomera,santomera reservoir,38.09411349,-1.08937104299997,segura,murcia,región de murcia,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2055
,,,,,9440002,cueva foradada,cueva foradada reservoir,40.9872073600001,-0.692681022999977,ebro,teruel,aragón,presa de fábrica de mampostería,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2795
58.0,cantábrico oriental,ordunte,22.0,0.0,1090002,ordunte,ordunte,43.1604152670001,-3.28388846399997,cantabrico oriental,burgos,castilla y león,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=13
19.0,miño - sil,cenza,40.0,1.0,1320012,cenza,cenza,42.1958472700001,-7.24682463199997,miño-sil,ourense,galicia,presa de fábrica de gravedad (hormigón compactado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=97
,,,,,5140011,sierra boyera,embalse de sierra boyera,38.2579828190001,-5.22281439599993,guadalquivir,córdoba,andalucía,presa mixta,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1433
,,,,,5140015,sierra boyera,embalse de sierra boyera,38.2608073970001,-5.22164337099997,guadalquivir,córdoba,andalucía,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1437
,,,,,3100032,baños de montemayor,baños reservoir,40.281682582,-5.89538451999994,tajo,cáceres,extremadura,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=566
,,,,,5180010,colomera,colomera reservoir,37.3996522370001,-3.72326104199993,guadalquivir,granada,andalucía,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1513
627.0,guadiana,gasset,42.0,0.0,4130039,gasset,gasset,39.1285987630001,-3.93764624399995,guadiana,ciudad real,castilla - la mancha,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1127
,,,,,4130005,marisanchez,marisanchez,38.692281984,-3.27666098199995,guadiana,ciudad real,castilla - la mancha,presa de materiales sueltos homogénea,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1093
,,,,,9500032,laverne,laverne,42.088537789,-1.09092152399995,ebro,zaragoza,aragón,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2843
333.0,guadiana,ruecas,44.0,0.0,4100012,ruecas,ruecas,39.267439745,-5.49598021299994,guadiana,cáceres,extremadura,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1062
72.0,miño - sil,frieira,44.0,1.0,1360002,frieira,frieira,42.1557461190001,-8.19287681099996,miño-sil,ourense,galicia,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=168
,,,,,5110032,celemin,embalse de celemín,36.299322019,-5.77443215499994,guadalete y barbate,cádiz,andalucía,presa de materiales sueltos homogénea,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1357
,,,,,5110019,celemin,embalse de celemín,36.299694549,-5.77701724999997,guadalete y barbate,cádiz,andalucía,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1344
,,,,,7300035,"algeciras, rambla de","algeciras, rambla de",37.887515039,-1.38566705299996,segura,murcia,región de murcia,presa de materiales sueltos homogénea,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2071
,,,,,1490003,san sebastian,san sebastian,42.1443419570001,-6.94769548399995,miño-sil,ourense,galicia,presa de fábrica de contrafuertes,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=206
186.0,tajo,rivera de gata,49.0,0.0,3100053,rivera de gata,rivera de gata,40.1331552600001,-6.64763777499996,tajo,cáceres,extremadura,presa de materiales sueltos homogénea,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=587
186.0,tajo,rivera de gata,49.0,0.0,3100055,rivera de gata,rivera de gata,40.133555319,-6.64914969899996,tajo,cáceres,extremadura,presa de materiales sueltos homogénea,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=589
186.0,tajo,rivera de gata,49.0,0.0,3100057,rivera de gata,rivera de gata,40.13470955,-6.65231398199995,tajo,cáceres,extremadura,presa de materiales sueltos homogénea,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=591
186.0,tajo,rivera de gata,49.0,0.0,3100060,rivera de gata,rivera de gata,40.1363966490001,-6.63871159399997,tajo,cáceres,extremadura,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=594
186.0,tajo,rivera de gata,49.0,0.0,3100058,rivera de gata,rivera de gata,40.136254439,-6.63615789899995,tajo,cáceres,extremadura,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=592
186.0,tajo,rivera de gata,49.0,0.0,3100059,rivera de gata,rivera de gata,40.1343097810001,-6.62565077899995,tajo,cáceres,extremadura,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=593
186.0,tajo,rivera de gata,49.0,0.0,3100012,rivera de gata,rivera de gata,40.134844602,-6.63285012399996,tajo,cáceres,extremadura,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=546
,,,,,9440009,santolea,santolea reservoir,40.772565747,-0.31769404299996,ebro,teruel,aragón,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2802
546.0,júcar,sichar,49.0,0.0,8120002,sichar,sichar,40.0100628180001,-0.231145701999935,jucar,castelló/castellón,comunitat valenciana,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2258
,,,,,3280003,riosequillo,riosequillo reservoir,40.9846013600001,-3.64825393599995,tajo,madrid,comunidad de madrid,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=782
,,,,,4130018,peñarroya,peñarroya dam,39.0603072490001,-3.00679625799995,guadiana,ciudad real,castilla - la mancha,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1106
532.0,tajo,beleña,53.0,0.0,3190011,beleña,beleña,40.9338651420001,-3.19600748099998,tajo,guadalajara,castilla - la mancha,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=747
,,,,,3280031,puentes viejas,puentes viejas reservoir,40.9931510110001,-3.57146299099998,tajo,madrid,comunidad de madrid,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=808
29.0,tajo,valdeobispo,53.0,0.0,3100021,valdeobispo,valdeobispo,40.099036471,-6.25053019799998,tajo,cáceres,extremadura,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=555
203.0,guadalquivir,"bolera, la",54.0,0.0,5230002,"bolera, la","bolera, la",37.7622489710001,-2.90313354799997,guadalquivir,jaén,andalucía,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1538
,,,,,6180001,beznar,embalse de béznar,36.9152042690001,-3.54016190699997,cuencas mediterraneas andaluzas,granada,andalucía,presa de fábrica de bóveda,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1950
46.0,ebro,calanda,54.0,0.0,9440007,calanda,calanda,40.9154746140001,-0.211212751999938,ebro,teruel,aragón,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2800
127.0,duero,linares del arroyo,58.0,0.0,2400015,linares del arroyo,linares del arroyo,41.527351971,-3.55592977299995,duero,segovia,castilla y león,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=420
,,,,,3190032,"vado, el",el vado reservoir,41.0034892630001,-3.30090199199998,tajo,guadalajara,castilla - la mancha,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=767
,,,,,3190029,"vado, el",el vado reservoir,41.002339229,-3.29625935399997,tajo,guadalajara,castilla - la mancha,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=764
660.0,guadalquivir,"minilla, la",60.0,0.0,5410085,"minilla, la","minilla, la",37.664790501,-6.18562063899998,guadalquivir,sevilla,andalucía,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1728
,,,,,5180022,francisco abellan,embalse de francisco abellán,37.3127246610001,-3.25361574599998,guadalquivir,granada,andalucía,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1525
,,,,,4210059,"sancho, el","sancho, el",37.4610614040001,-6.98278512099995,"tinto, odiel y piedras",huelva,andalucía,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1263
,,,,,3280010,"pardo, el",el pardo reservoir,40.5387773260001,-3.78893109799998,tajo,madrid,comunidad de madrid,presa de materiales sueltos homogénea,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=789
300.0,tinto. odiel y piedras,jarrama,43.0,0.0,4210052,jarrama,jarrama,37.667643459,-6.50982948899997,"tinto, odiel y piedras",huelva,andalucía,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=1256
,,,,,9220049,montearagon,montearagón reservoir,42.18258301,-0.361405771999955,ebro,huesca,aragón,presa de fábrica de arco-gravedad,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2464
445.0,cantábrico oriental,añarbe,44.0,0.0,1310003,añarbe,añarbe,43.21230153,-1.87524544699994,cantabrico oriental,gipuzkoa/guipúzcoa,país vasco,presa de fábrica de arco-gravedad,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=78
445.0,cantábrico oriental,añarbe,44.0,0.0,1310001,añarbe,añarbe,43.2126734980001,-1.87827944599996,cantabrico oriental,gipuzkoa/guipúzcoa,país vasco,presa de fábrica de gravedad (hormigón vibrado),https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=76
,,,,,3450033,castrejon,castrejón reservoir,39.833565075,-4.29494820899993,tajo,toledo,castilla - la mancha,presa de materiales sueltos homogénea,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=888
,,,,,9500029,laverne,laverne,42.0789372090001,-1.06992073099997,ebro,zaragoza,aragón,presa de materiales sueltos zonificada o de núcleo,https://sig.mapama.gob.es/webservices/clientews/snczi/default.aspx?nombre=egispe_presa&claves=id_infraestructura&valores=2840
